266	https://tinyurl.com/microbesigslides	Link to share PDF files as (PMID.pdf):	https://www.dropbox.com/request/BNpgquRv3F0jjvlSar6x	https://tinyurl.com/microbesigs																																																																																																																																							
Dropbox	PubMed	PMID	source within paper	Free-form description	significance threshold	LDA Score >	threshold corrected for MHT? yes/no	control (unexposed) sample size	case (exposed) sample size	case definition 	study design	matched on	confounders controlled for	antibiotics exclusion	Country	host species	body_site	condition	sequencing type	16S variable region	sequencing platform	date of curation	curator	revision 	contrast (list control group last)	UP or DOWN	statistical test	Pielou	Shannon index	Chao1	Simpson	Inverse Simpson	Richness	taxon 1	taxon 2	taxon 3	taxon 4	taxon 5	taxon 6	taxon 7	taxon 8	taxon 9	taxon 10	taxon 11	taxon 12	taxon 13	taxon 14	taxon 15	taxon 16	taxon 17	taxon 18	taxon 19	taxon 20	taxon 21	taxon 22	taxon 23	taxon 24	taxon 25	taxon 26	taxon 27	taxon 28	taxon 29	taxon 30	taxon 31	taxon 32	taxon 33	taxon 34	taxon 35	taxon 36	taxon 37	taxon 38	taxon 39	taxon 40	taxon 41	taxon 42	taxon 43	taxon 44	taxon 45	taxon 46	taxon 47	taxon 48	taxon 49	taxon 50	taxon 51	taxon 52	taxon 53	taxon 54	taxon 55	taxon 56	taxon 57	taxon 58	taxon 59	taxon 60	taxon 61	taxon 62	taxon 63	taxon 64	taxon 65	taxon 66	taxon 67	taxon 68	taxon 69	taxon 70	taxon 71	taxon 72	taxon 73	taxon 74	taxon 75	taxon 76	taxon 77	taxon 78	taxon 79	taxon 80	taxon 81	taxon 82	taxon 83	taxon 84	taxon 85	taxon 86	taxon 87	taxon 88	taxon 89	taxon 90	taxon 91	taxon 92	taxon 93	taxon 94	taxon 95	taxon 96	taxon 97	taxon 98	taxon 99	taxon 100	taxon 101	taxon 102	taxon 103	taxon 104	taxon 105	taxon 106
Dropbox	PubMed	29411528	Figure 6d	relative abundance bacteria with significance between heterosexual and homosexual subjects	0.05	3	no	26	4	case= homosexual patients infected with HIV	case-control	age, gender	NA	4 weeks	China	human	feces	HIV infection	16S	V4	Illumina	2020-03-04	Fatima Zohra		homosexual vs. hetersexual 	DOWN	LEfSe	NA	NA	NA	NA	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides																																																																																																						
Dropbox	PubMed	29411528	Figure 7c	Effects of HAART on gut microbiota in patients with HIV	0.05	3	no	35	14	case= HIV infected patients treated with highly active antiretroviral therapy(HAART)	case-control	age, gender	NA	4 weeks	China	human	feces	HIV infection	16S	V4	Illumina	2020-03-04	Fatima Zohra		HAART vs. healty control	UP	LEfSe	NA	NO	NA	NA	NA	NA	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis																																																																																																		
Dropbox	PubMed	29411528	Figure 7c	Effects of HAART on gut microbiota in patients with HIV	0.05	3	no	35	14	case= HIV infected patients treated with highly active antiretroviral therapy(HAART)	case-control	age, gender	NA	4 weeks	China	human	feces	HIV infection	16S	V4	Illumina	2020-03-04	Fatima Zohra		HAART vs. healty control	DOWN	LEfSe	NA	YES	NA	NA	NA	NA	k__Bacteria|p__Firmicutes|c__Clostridia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	k__Bacteria|p__Bacteroidetes	k__Bacteria|p__Bacteroidetes|c__Bacteroidia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	k__Bacteria|p__Firmicutes|c__Negativicutes	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium																																																																																							
Dropbox	PubMed	29411528	Figure 7c	Effects of HAART on gut microbiota in patients with HIV	0.05	3	no	35	19	case=HIV infected patients not treated with HAART	case-control	age, gender	NA	4 weeks	China	human	feces	HIV infection	16S	V4	Illumina	2020-03-04	Fatima Zohra		HAART untreated vs. healthy control	UP	LEfSe	NA	NO	NA	NA	NA	NA	k__Bacteria|p__Firmicutes|c__Bacilli	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	k__Bacteria|p__Proteobacteria	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus																																																																																																
Dropbox	PubMed	29411528	Figure 7c	Effects of HAART on gut microbiota in patients with HIV	0.05	3	no	35	19	case=HIV infected patients not treated with HAART	case-control	age, gender	NA	4 weeks	China	human	feces	HIV infection	16S	V4	Illumina	2020-03-04	Fatima Zohra		HAART untreated vs. healthy control	DOWN	LEfSe	NA	YES	NA	NA	NA	NA																																																																																																										
Dropbox	PubMed																																																																																																																																										
Dropbox	PubMed	23038174	Table 2, text	Table 2 Abundance of dominant bacterial taxa (% of total microbiota) in fecal samples as determined by 454 pyrosequencing (values are presented as mean±s.d.)	0.05		no	28	28	case = baseline (before fiber supplementation)	randomized controlled trial	NA	Fat, gender, age	3 months	United States of America	human	feces	diet	16S	V1-V3	Roche454	2020-03-04	Lora Kasselman		barley (WGB) vs. baseline	UP	ANOVA	NA	YES	NO	YES	NA	NA	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|s__[Eubacterium]_rectale	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	k__Bacteria|p__Firmicutes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia																																																																																																			
Dropbox	PubMed	23038174	Table 2, text	Table 2 Abundance of dominant bacterial taxa (% of total microbiota) in fecal samples as determined by 454 pyrosequencing (values are presented as mean±s.d.)	0.05		no	28	28	case = baseline (before fiber supplementation)	randomized controlled trial	NA	Fat, gender, age	3 months	United States of America	human	feces	diet	16S	V1-V3	Roche454	2020-03-04	Lora Kasselman		barley (WGB) vs. baseline	DOWN	ANOVA	NA	NO	NO	NO	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	k__Bacteria|p__Bacteroidetes	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter																																																																																																						
Dropbox	PubMed	23038174	Table 2, text	Table 2 Abundance of dominant bacterial taxa (% of total microbiota) in fecal samples as determined by 454 pyrosequencing (values are presented as mean±s.d.)	0.05		no	28	28	case = baseline (before fiber supplementation)	randomized controlled trial	NA	Fat, gender, age	3 months	United States of America	human	feces	diet	16S	V1-V3	Roche454	2020-03-04	Lora Kasselman		brown rice (BR) vs. baseline	UP	ANOVA	NA	YES	NO	YES	NA	NA	k__Bacteria|p__Firmicutes																																																																																																									
Dropbox	PubMed	23038174	Table 2, text	Table 2 Abundance of dominant bacterial taxa (% of total microbiota) in fecal samples as determined by 454 pyrosequencing (values are presented as mean±s.d.)	0.05		no	28	28	case = baseline (before fiber supplementation)	randomized controlled trial	NA	Fat, gender, age	3 months	United States of America	human	feces	diet	16S	V1-V3	Roche454	2020-03-04	Lora Kasselman		brown rice (BR) vs. baseline	DOWN	ANOVA	NA	NO	NO	NO	NA	NA	k__Bacteria|p__Bacteroidetes																																																																																																									
Dropbox	PubMed	23038174	Table 2, text	Table 2 Abundance of dominant bacterial taxa (% of total microbiota) in fecal samples as determined by 454 pyrosequencing (values are presented as mean±s.d.)	0.05		no	28	28	case = baseline (before fiber supplementation)	randomized controlled trial	NA	Fat, gender, age	3 months	United States of America	human	feces	diet	16S	V1-V3	Roche454	2020-03-04	Lora Kasselman		brown rice + barley (BR + WGB) vs. baseline	UP	ANOVA	NA	YES	NO	YES	NA	NA	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	k__Bacteria|p__Firmicutes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia																																																																																																							
Dropbox	PubMed	23038174	Table 2, text	Table 2 Abundance of dominant bacterial taxa (% of total microbiota) in fecal samples as determined by 454 pyrosequencing (values are presented as mean±s.d.)	0.05		no	28	28	case = baseline (before fiber supplementation)	randomized controlled trial	NA	Fat, gender, age	3 months	United States of America	human	feces	diet	16S	V1-V3	Roche454	2020-03-04	Lora Kasselman		brown rice + barley (BR + WGB) vs. baseline	DOWN	ANOVA	NA	NO	NO	NO	NA	NA	k__Bacteria|p__Bacteroidetes	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides																																																																																																							
Dropbox	PubMed																																																																																																																																										
Dropbox	PubMed	22153774	Table 3, text	Relative abundance of dominant taxa in stool samples obtained at 12 months from infants with and without atopic eczema during the first 2 years of life	0.05		yes	20	20	case = infant with atopic eczema	prospective cohort 	NA	NA	NA	Sweden	human	feces	atopic eczema	16S	V3-V4	Roche454	2020-03-04	Lucy Mellor		infant with atopic eczema vs. healthy infant	UP	edgeR	NA	NO	NA	NA	NA	NA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae																																																																																																								
Dropbox	PubMed	22153774	Table 3, text	Relative abundance of dominant taxa in stool samples obtained at 12 months from infants with and without atopic eczema during the first 2 years of life	0.05		yes	20	20	case = infant with atopic eczema	prospective cohort 	NA	NA	NA	Sweden	human	feces	atopic eczema	16S	V3-V4	Roche454	2020-03-04	Lucy Mellor		infant with atopic eczema vs. healthy infant	DOWN	edgeR	NA	NO	NA	NA	NA	NA	k__Bacteria|p__Proteobacteria																																																																																																									
Dropbox	PubMed																																																																																																																																										
Dropbox	PubMed	27477587	Figure 2B,2C, 2D, 2E	Comparison of the relative abundance in healthy controls and HIV-1 positive individuals	0.05	2	yes	16	67	case=HIV-1 diagnosed patients	case-control	age, gender, BMI	NA	1 month	China	human	feces	HIV infection	16S	V1-V3	Roche454	2020-03-04	Fatima Zohra		HIV-1 infected vs. healthy control	UP	LEfSe	NA	NO	NO	NO	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas	k__Bacteria|p__Proteobacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	k__Bacteria|p__Firmicutes|c__Erysipelotrichia	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	k__Bacteria|p__Firmicutes																																																																																							
Dropbox	PubMed	27477587	Figure 2B,2C, 2D, 2E	Comparison of the relative abundance in healthy controls and HIV-1 positive individuals	0.05	2	yes	16	67	case=HIV-1 diagnosed patients	case-control	age, gender, BMI	NA	1 month	China	human	feces	HIV infection	16S	V1-V3	Roche454	2020-03-04	Fatima Zohra		HIV-1 infected vs. healthy control	DOWN	LEfSe	NA	NO	NO	NO	NA	NA	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides																																																																																																					
Dropbox	PubMed	27477587	Figure 3B	Comparison of the relative abundance in healthy controls and HIV-1 positive individuals	0.05	2	yes	35	32	case=HIV-1 diagnosed patients	case-control	NA	NA	1 month	China	human	feces	HIV infection	16S	V1-V3	Roche454	2020-03-04	Fatima Zohra		HIV-1 treated vs. untreated	UP	LEfSe	NA	NO	NO	NO	NA	NA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	k__Bacteria|p__Proteobacteria	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	k__Bacteria|p__Firmicutes|c__Negativicutes	k__Bacteria|p__Firmicutes																																																																																													
Dropbox	PubMed	27477587	Figure 3B	Comparison of the relative abundance in healthy controls and HIV-1 positive individuals	0.05	2	yes	35	32	case=HIV-1 diagnosed patients	case-control	NA	NA	1 month	China	human	feces	HIV infection	16S	V1-V3	Roche454	2020-03-04	Fatima Zohra		HIV-1 treated vs. untreated	DOWN	LEfSe	NA	NO	NO	NO	NA	NA	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	k__Bacteria|p__Bacteroidetes|c__Bacteroidia	k__Bacteria|p__Bacteroidetes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter	k__Bacteria|p__Synergistetes|c__Synergistia	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Synergistes	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter																																																																																									
Dropbox	PubMed																																																																																																																																										
Dropbox	PubMed	32009325	Figure 2a, Text	Phylum level relative abundance of gut microbiota in infants with transient atopic dermatitis (AD) and healthy controls	0.05		no	84	22	case = infant with transient atopic dermatitis	case-control	NA	NA	before sample collection	South Korea	human	feces	atopic eczema	16S	V1-V3	Roche454	2020-03-05	Lucy Mellor		infant with transient atopic dermatitis vs. healthy control	UP	Mann-Whitney (Wilcoxon)	NA	NO	NA	NA	NA	NO	k__Bacteria|p__Actinobacteria																																																																																																									
